timestamp,co2[ppm],heartbeat[undefined],humidity[%],particulate[undefined],pm10p0[ug/m^3],pm1p0[ug/m^3],pm2p5[ug/m^3],pressure[Pa],temperature[°F]
2023-08-11T18:50:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-11T19:07:35-04:00,431.5,---,50.65,---,1.1,0.4,0.7,97320.5,77.4
2023-08-11T19:25:36-04:00,429.2,---,50.4,---,1,0.7,0.9,97334.1,77.5
2023-08-11T19:43:36-04:00,428.4,---,50.16,---,1.1,0.6,1.1,97337.9,77.6
2023-08-11T20:00:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-11T20:18:37-04:00,428,---,50.84,---,1.3,0.6,1.2,97352.1,77.7
2023-08-11T20:35:37-04:00,430.5,---,51.51,---,2.1,1.2,2.1,97357.1,77.7
2023-08-11T20:52:53-04:00,433.3,---,51.64,---,2.3,1,2.3,97384.4,77.8
2023-08-11T21:11:54-04:00,437.9,---,51.73,---,1.8,1.1,1.7,97400.9,78
2023-08-11T21:30:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-11T21:47:57-04:00,449.5,---,51.77,---,2.3,1.3,2.2,97449.3,78.1
2023-08-11T22:05:54-04:00,453.8,---,51.91,---,2,1.1,1.8,97468.1,78.1
2023-08-11T22:23:55-04:00,459.6,---,51.89,---,1.5,0.9,1.2,97476,78.1
2023-08-11T22:40:56-04:00,461,---,51.87,---,1.3,1.1,1.3,97494.8,78.1
2023-08-11T22:59:55-04:00,462.8,---,51.83,---,2.2,1.4,2.2,97484,78
2023-08-11T23:17:55-04:00,464.2,---,51.88,---,1.7,1.1,1.7,97487.8,78
2023-08-11T23:34:55-04:00,462.8,---,51.77,---,2.4,1.5,2.3,97463.4,78
2023-08-11T23:52:55-04:00,461.8,---,51.76,---,3,1.7,3,97467.5,78
2023-08-12T00:10:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-12T00:26:56-04:00,458.9,---,51.69,---,3.1,1.7,3,97453.9,78
2023-08-12T00:42:57-04:00,460.7,---,51.64,---,3,2,3,97462.1,77.9
2023-08-12T01:00:09-04:00,463,---,51.5,---,3,1.9,3,97463,77.8
2023-08-12T01:17:57-04:00,465.6,---,51.46,---,3,2.1,3,97463.8,77.8
2023-08-12T01:35:57-04:00,468,---,51.26,---,2.8,1.8,2.8,97457.6,77.8
2023-08-12T01:53:59-04:00,464.8,---,51.3,---,2.7,1.5,2.6,97441.3,77.7
2023-08-12T02:10:58-04:00,467.8,---,51.21,---,2.3,1.3,2.1,97415.7,77.6
2023-08-12T02:29:58-04:00,466.4,---,51.14,---,2.2,1.2,2,97403.8,77.6
2023-08-12T02:47:58-04:00,467.2,---,51.1,---,2.5,1.5,2.1,97417.3,77.6
2023-08-12T03:05:01-04:00,466.7,---,50.94,---,1.4,0.8,1.3,97404.6,77.6
2023-08-12T03:22:59-04:00,467.9,---,51.03,---,1.4,0.8,1.2,97408.5,77.5
2023-08-12T03:41:00-04:00,469.2,---,51.02,---,1.7,0.8,1.7,97407.4,77.5
2023-08-12T03:59:00-04:00,467.4,---,50.98,---,2.4,1.1,2.4,97402,77.5
2023-08-12T04:17:00-04:00,467.7,---,50.87,---,1.5,0.8,1.5,97355.7,77.4
2023-08-12T04:34:01-04:00,465.3,---,50.8,---,1.3,0.7,1.1,97346.7,77.4
2023-08-12T04:51:01-04:00,457.7,---,50.58,---,1.9,1.1,1.6,97340,77.5
2023-08-12T05:10:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-12T05:28:01-04:00,444.3,---,48.3,---,2.3,1.1,2,97334.1,77.3
2023-08-12T05:45:02-04:00,441.6,---,47.06,---,2.1,1.1,2,97378,76.9
2023-08-12T06:03:02-04:00,439.6,---,46.71,---,2.2,1.3,2,97374.6,76.5
2023-08-12T06:21:02-04:00,440.7,---,46.66,---,3,1.3,2.6,97388.2,76.2
2023-08-12T06:39:03-04:00,435.3,---,47.25,---,2.2,1,2,97388.7,76
2023-08-12T06:57:03-04:00,---,---,49.38,---,---,---,---,---,76
2023-08-12T07:14:03-04:00,438.3,---,51.56,---,1.5,0.7,1.5,97399.9,76.1
2023-08-12T07:31:04-04:00,436.3,---,52.07,---,2.5,1.1,2.2,97415.7,76.2
2023-08-12T07:50:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-12T08:08:05-04:00,436.4,---,51.92,---,1.7,0.8,1.5,97387.5,76.5
2023-08-12T08:25:05-04:00,432.6,---,51.74,---,1.6,0.9,1.5,97359.8,76.6
2023-08-12T08:43:05-04:00,431.5,---,51.43,---,1.7,0.8,1.6,97345.9,76.7
2023-08-12T09:01:05-04:00,430.1,---,50.5,---,2.3,1.3,2.3,97335.4,76.5
2023-08-12T09:19:05-04:00,430.4,---,49.9,---,2.3,1.3,2.1,97336.8,76.4
2023-08-12T09:37:06-04:00,427.8,---,50.12,---,1.9,0.9,1.9,97308.9,76.1
2023-08-12T09:55:06-04:00,428.9,---,51.22,---,2.3,1,2.2,97323.3,75.9
2023-08-12T10:12:06-04:00,430.7,---,52.57,---,1.8,1.1,1.8,97319.8,75.9
2023-08-12T10:30:06-04:00,428.8,---,53.8,---,1.8,0.7,1.5,97309.6,75.9
2023-08-12T10:49:08-04:00,427,---,53.96,---,1.9,1,1.8,97325.8,76.2
2023-08-12T11:06:07-04:00,429.8,---,53.88,---,1.8,0.9,1.7,97287.5,76.4
2023-08-12T11:24:07-04:00,430.3,---,54.03,---,3.5,1.9,3.2,97275.7,76.5
2023-08-12T11:42:08-04:00,429.4,---,53.28,---,2.9,1.8,2.8,97235.8,76.5
2023-08-12T12:00:00-04:00,---,---,---,---,---,---,---,---,---
2023-08-12T12:18:07-04:00,430.2,---,52.23,---,2.5,1.4,2.5,97236.1,76.1
2023-08-12T12:35:08-04:00,430.5,---,52.38,---,2.8,1.4,2.6,97223.5,76
2023-08-12T12:52:09-04:00,429.5,---,53.36,---,2.9,1.5,2.8,97213.5,75.9
2023-08-12T13:10:09-04:00,427.3,---,53.84,---,2.8,1.7,2.8,97167.5,75.9
2023-08-12T13:27:09-04:00,428.3,---,56.24,---,3.6,1.8,3.3,97184.2,76
2023-08-12T13:45:09-04:00,424.8,---,57.2,---,4,2.3,3.8,97180.1,76.2
2023-08-12T14:02:10-04:00,425.5,---,57.42,---,3.8,1.7,3.7,97166.1,76.4
2023-08-12T14:19:10-04:00,422.2,---,57.57,---,5.4,2.6,4.7,97154.1,76.4
2023-08-12T14:37:10-04:00,424.8,---,56.76,---,5.7,3.2,5.3,97166.8,76.6
2023-08-12T14:55:10-04:00,421.3,---,55.32,---,5.8,3.4,5.5,97153.9,76.5
2023-08-12T15:12:10-04:00,422,---,54.49,---,4.8,3.1,4.7,97134.8,76.3
2023-08-12T15:30:10-04:00,420.2,---,54.18,---,4.3,2.4,4.2,97086.6,76.1
2023-08-12T15:49:10-04:00,419.6,---,54.26,---,3.9,2.5,3.9,97117.2,76
2023-08-12T16:06:11-04:00,420.2,---,55.02,---,4.3,2.6,4,97103.2,75.9
2023-08-12T16:24:11-04:00,423.5,---,56.01,---,2.2,1.1,2.1,97075.5,75.8
