timestamp,co2[ppm],heartbeat[undefined],humidity[%],no2[ppb],particulate[undefined],pm10p0[ug/m^3],pm1p0[ug/m^3],pm2p5[ug/m^3],pressure[Pa],temperature[°F]
2023-04-14T07:01:06-04:00,---,---,---,---,---,10,6.7,9.1,---,---
2023-04-14T07:39:39-04:00,489.3,---,45.48,86.6,---,11.3,6.8,10,97847,71.9
2023-04-14T08:15:36-04:00,540.5,---,45.8,91.5,---,12.3,7.5,11.3,97862.7,72
2023-04-14T08:49:38-04:00,---,---,---,---,---,---,---,---,97862.5,---
2023-04-14T09:20:40-04:00,---,---,44.65,---,---,---,---,---,---,72.3
2023-04-14T09:54:55-04:00,---,---,---,---,---,8,5.5,7.6,---,---
2023-04-14T10:33:27-04:00,---,---,---,---,---,8.4,5.5,7.8,---,---
2023-04-14T11:06:35-04:00,458.8,---,---,---,---,---,---,---,---,---
2023-04-14T11:40:22-04:00,453.6,---,45.24,75.94,---,9.9,5.5,8.6,---,72.7
2023-04-14T12:14:56-04:00,447.6,---,44.17,88.62,---,7.6,5,7.1,---,72.6
2023-04-14T12:51:42-04:00,443.4,---,44.39,94.74,---,9,5.8,8.1,---,73.2
2023-04-14T13:25:57-04:00,---,---,---,---,---,8.8,6,8.3,---,---
2023-04-14T14:00:01-04:00,437.9,---,43.21,99.4,---,8.2,5.5,7.6,97723.7,73.8
2023-04-14T14:36:48-04:00,---,---,---,---,---,---,---,---,97699.3,---
2023-04-14T15:20:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-14T15:59:22-04:00,431.7,---,---,60.06,---,---,---,---,97613.9,---
2023-04-14T16:30:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-14T17:01:13-04:00,---,---,---,66.89,---,6.1,3.6,5.8,---,---
2023-04-14T17:31:37-04:00,---,---,34.16,---,---,5.5,4.1,5.3,---,82.1
2023-04-14T18:04:09-04:00,---,---,---,---,---,---,---,---,97542.1,---
2023-04-14T18:40:38-04:00,417.7,---,37.47,58.03,---,6.9,4.8,6.5,97541,78
2023-04-14T19:21:19-04:00,418.1,---,39.58,42.76,---,6.5,4.6,6.1,97526.5,75.9
2023-04-14T19:56:58-04:00,415.7,---,37.1,31.81,---,7.3,5,6.8,97526.8,75.1
2023-04-14T20:28:27-04:00,---,---,---,---,---,---,---,---,---,74.7
2023-04-14T21:00:28-04:00,420.2,---,---,33.08,---,7.2,5.4,6.8,97553.6,---
2023-04-14T21:35:57-04:00,417.8,---,---,---,---,---,---,---,97578.7,---
2023-04-14T22:06:17-04:00,---,---,41.41,---,---,8.3,5.7,8,---,---
2023-04-14T22:39:36-04:00,---,---,42.75,27.19,---,9.2,6,8.3,---,73.5
2023-04-14T23:10:06-04:00,---,---,43.39,---,---,8,5.5,7.7,---,73.2
2023-04-14T23:48:41-04:00,---,---,44.33,---,---,---,---,---,---,72.9
2023-04-15T00:24:16-04:00,---,---,43.97,---,---,---,---,---,---,---
2023-04-15T00:57:46-04:00,426.8,---,43.49,82.83,---,9,6.4,8.8,97596.1,---
2023-04-15T01:31:22-04:00,---,---,44.41,---,---,9.1,6.3,8.7,---,72.8
2023-04-15T02:10:01-04:00,---,---,44.49,---,---,9.8,6.5,9.3,---,72.4
2023-04-15T02:43:31-04:00,431.3,---,45.49,84.08,---,9.7,6.4,9.2,---,72.3
2023-04-15T03:20:49-04:00,433.3,---,45.45,93.88,---,10.3,7.5,9.8,97509.9,72.3
2023-04-15T03:55:05-04:00,---,---,---,---,---,---,---,---,97512.2,---
2023-04-15T04:30:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-15T05:09:47-04:00,437.5,---,---,99.81,---,---,---,---,97495,---
2023-04-15T05:54:18-04:00,---,---,---,---,---,---,---,---,97505.2,---
2023-04-15T06:30:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-15T07:07:55-04:00,---,---,---,---,---,---,---,---,---,71.9
2023-04-15T07:41:02-04:00,---,---,---,99.8,---,---,---,---,---,---
2023-04-15T08:16:49-04:00,444.1,---,---,100.03,---,---,---,---,---,---
2023-04-15T08:54:23-04:00,441,---,47.45,95.35,---,12.5,9.1,12.2,97587.6,72.3
2023-04-15T09:35:12-04:00,440.1,---,---,---,---,---,---,---,---,---
2023-04-15T10:10:44-04:00,---,---,47.21,---,---,---,---,---,---,72.7
2023-04-15T10:45:28-04:00,441.2,---,---,---,---,---,---,---,---,---
2023-04-15T11:18:09-04:00,---,---,---,---,---,---,---,---,97546.9,---
2023-04-15T11:56:46-04:00,439.3,---,46.5,106.8,---,9.5,7.3,9.4,---,73.9
2023-04-15T12:34:35-04:00,---,---,46.21,---,---,8.4,6,8.3,---,73.8
2023-04-15T13:08:06-04:00,---,---,47,100.73,---,9,6.2,9,---,73.9
2023-04-15T13:38:37-04:00,432.8,---,46.33,105.49,---,7.3,4.9,6.8,---,73.9
2023-04-15T14:12:52-04:00,---,---,---,93.1,---,---,---,---,---,---
2023-04-15T14:50:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-15T15:30:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-15T16:11:26-04:00,---,---,46.09,84.38,---,4.1,2.6,3.9,---,75.2
2023-04-15T16:43:07-04:00,429.8,---,---,---,---,---,---,---,97349.3,---
2023-04-15T17:16:17-04:00,428.7,---,40.54,79.09,---,1.9,1.1,1.8,---,79
2023-04-15T17:50:54-04:00,427.5,---,37.32,72.67,---,1.9,1.3,1.8,---,82.2
2023-04-15T18:23:37-04:00,424.3,---,38.24,75.82,---,2,1,1.8,97397.5,82
2023-04-15T19:01:57-04:00,423.3,---,---,---,---,---,---,---,---,---
2023-04-15T19:36:50-04:00,---,---,---,---,---,---,---,---,---,76.7
2023-04-15T20:10:01-04:00,---,---,42.97,72.64,---,1.5,0.6,1.1,---,75.7
2023-04-15T20:46:00-04:00,421.4,---,45.46,77.03,---,0.8,0.4,0.8,97566.2,74.9
2023-04-15T21:20:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-15T22:00:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-15T22:37:37-04:00,420.6,---,48.3,90.36,---,0.6,0.3,0.5,97502.9,73.8
2023-04-15T23:16:27-04:00,419.5,---,---,---,---,---,---,---,---,---
2023-04-15T23:50:38-04:00,420.9,---,---,---,---,---,---,---,97290.1,---
2023-04-16T00:26:13-04:00,---,---,---,---,---,---,---,---,97430.4,---
2023-04-16T01:05:56-04:00,422.5,---,50.6,114.49,---,1.8,1,1.4,97603,72.9
2023-04-16T01:37:54-04:00,---,---,---,---,---,---,---,---,97629.6,---
2023-04-16T02:12:57-04:00,---,---,50.73,111.31,---,1.3,0.5,0.9,---,73
2023-04-16T02:48:57-04:00,423.8,---,50.92,108.75,---,1.2,0.4,1,97515.2,73.5
2023-04-16T03:30:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-16T04:11:07-04:00,429,---,52.27,113.22,---,1.5,1.1,1.5,---,72.7
2023-04-16T04:46:53-04:00,426.5,---,52.34,116.63,---,1.2,0.6,1.1,97446.1,72.5
2023-04-16T05:13:51-04:00,---,---,52.54,---,---,1.5,0.9,1.5,---,72.3
2023-04-16T05:49:28-04:00,---,---,---,116.32,---,---,---,---,---,---
2023-04-16T06:32:09-04:00,---,---,---,---,---,---,---,---,97505.5,---
2023-04-16T07:11:18-04:00,432.8,---,52.45,109.69,---,1.7,0.9,1.7,---,72.2
2023-04-16T07:53:16-04:00,431,---,52.42,111.28,---,2.2,1,1.7,---,72.2
2023-04-16T08:34:59-04:00,431.8,---,52.61,114.06,---,2.3,1.3,2.1,97532,72.4
2023-04-16T09:13:44-04:00,430.7,---,52.71,107.33,---,1.9,1.2,1.7,97478.5,72.5
2023-04-16T09:56:55-04:00,---,---,---,---,---,---,---,---,97454.6,---
2023-04-16T10:28:21-04:00,431.4,---,---,---,---,---,---,---,97451,---
2023-04-16T11:05:51-04:00,432.3,---,54.33,119.73,---,2.6,1.5,2.3,97409.5,73.1
2023-04-16T11:47:34-04:00,434.4,---,54.32,119.62,---,1.5,0.8,1.5,---,73.3
2023-04-16T12:26:30-04:00,437.8,---,53.34,119.93,---,2,1,2,97340.1,73.8
2023-04-16T13:09:40-04:00,434.5,---,52.18,108.32,---,1.9,0.9,1.9,97287,73.6
2023-04-16T13:50:57-04:00,---,---,---,---,---,---,---,---,---,74.4
2023-04-16T14:29:54-04:00,---,---,49.4,99.37,---,1.4,0.7,1.4,---,74.9
2023-04-16T15:14:43-04:00,---,---,46.89,92.96,---,0.9,0.7,0.9,---,77
2023-04-16T15:51:49-04:00,---,---,---,80.75,---,---,---,---,---,---
2023-04-16T16:30:02-04:00,---,---,---,70.1,---,---,---,---,---,---
2023-04-16T17:06:49-04:00,426.7,---,---,---,---,---,---,---,---,---
2023-04-16T17:41:11-04:00,421,---,40.18,76.99,---,0.7,0.4,0.7,96865,83.2
2023-04-16T18:22:10-04:00,421,---,39.84,83.52,---,1.1,0.8,0.9,96841.7,83.3
2023-04-16T19:10:01-04:00,420,---,43.12,56.06,---,1,1,1,96794.7,81.4
2023-04-16T19:48:53-04:00,417,---,46.75,59.63,---,0.9,0.5,0.8,96764.4,77.8
2023-04-16T20:25:43-04:00,414.7,---,---,---,---,---,---,---,96763.6,---
2023-04-16T21:05:33-04:00,---,---,47.16,---,---,0.7,0.5,0.6,---,76
2023-04-16T21:39:09-04:00,416.6,---,47.42,80.09,---,1.5,0.9,1.4,96761.6,76
2023-04-16T22:14:45-04:00,---,---,---,76.94,---,---,---,---,---,---
2023-04-16T22:53:05-04:00,---,---,---,---,---,2.8,2,2.7,---,---
2023-04-16T23:30:40-04:00,---,---,---,---,---,---,---,---,96714.3,---
2023-04-17T00:07:05-04:00,418.8,---,49.64,78.65,---,3.7,2.3,3.3,---,74.7
2023-04-17T00:41:44-04:00,419.9,---,49.89,92.58,---,4.7,2.4,4.3,96827,74.4
2023-04-17T01:16:51-04:00,421.4,---,---,---,---,---,---,---,96933.3,---
2023-04-17T01:58:34-04:00,---,---,---,---,---,---,---,---,---,73
2023-04-17T02:38:11-04:00,417.8,---,52.37,114.52,---,2.8,1.9,2.7,96994.2,72.7
2023-04-17T03:18:49-04:00,---,---,51.37,104.98,---,2.1,1.3,2,---,72.6
2023-04-17T03:52:29-04:00,---,---,---,---,---,2,1.1,1.8,---,---
2023-04-17T04:33:00-04:00,---,---,---,---,---,---,---,---,---,72.2
2023-04-17T05:06:15-04:00,---,---,49.61,---,---,1.7,0.8,1.3,---,---
2023-04-17T05:39:35-04:00,---,---,49.7,---,---,1.5,0.7,1,---,71.9
2023-04-17T06:20:05-04:00,415.8,---,---,86.61,---,---,---,---,96994.5,---
2023-04-17T07:05:06-04:00,414,---,42.6,82.18,---,0,0,0,96949.6,73.1
2023-04-17T07:46:22-04:00,---,---,---,---,---,---,---,---,---,73.5
2023-04-17T08:21:00-04:00,---,---,42.4,---,---,---,---,---,---,---
2023-04-17T08:56:37-04:00,885.2,---,---,75.5,---,---,---,---,---,---
2023-04-17T09:31:44-04:00,---,---,41.45,---,---,---,---,---,---,74.2
2023-04-17T10:08:25-04:00,---,---,---,---,---,---,---,---,96908.8,---
2023-04-17T10:48:03-04:00,---,---,39.91,---,---,1,0.2,1,---,73.7
2023-04-17T11:19:03-04:00,---,---,39.18,119.56,---,0.3,0.1,0.3,---,73.6
2023-04-17T11:55:58-04:00,513,---,38.36,139.99,---,0.5,0,0.5,96778.8,74
2023-04-17T12:31:03-04:00,554.5,---,37.59,167.65,---,0.1,0,0.1,96726.9,74.5
2023-04-17T13:02:47-04:00,---,---,---,---,---,---,---,---,96691.2,---
2023-04-17T13:41:58-04:00,697.7,---,---,---,---,---,---,---,96662,---
2023-04-17T14:19:33-04:00,---,---,35.63,231.49,---,0.3,0.1,0.3,---,75.3
2023-04-17T15:01:08-04:00,---,---,---,---,---,---,---,---,---,73.8
2023-04-17T15:41:27-04:00,509.8,---,37.79,221.71,---,0.4,0,0.4,---,72.8
2023-04-17T16:13:49-04:00,504.2,---,---,---,---,---,---,---,---,---
2023-04-17T16:52:31-04:00,488.7,---,40.21,156.39,---,1.3,0.5,1,---,72.6
2023-04-17T17:26:06-04:00,481.7,---,39.97,118.78,---,1.4,0.4,1.3,96577.8,73
2023-04-17T17:57:35-04:00,471.2,---,40.59,91.79,---,1.3,0.8,1.3,---,72.4
2023-04-17T18:34:15-04:00,464.1,---,---,---,---,---,---,---,96770.1,---
2023-04-17T19:14:50-04:00,457.7,---,---,---,---,---,---,---,---,---
2023-04-17T19:44:17-04:00,447.7,---,---,---,---,---,---,---,---,---
2023-04-17T20:14:43-04:00,---,---,---,-30.68,---,---,---,---,---,---
2023-04-17T20:44:38-04:00,444.6,---,43.29,-30.55,---,1.1,0.2,0.7,---,70
2023-04-17T21:22:45-04:00,435.8,---,---,-24.6,---,---,---,---,96884.9,---
2023-04-17T21:59:21-04:00,---,---,---,---,---,---,---,---,96899.8,---
2023-04-17T22:25:05-04:00,---,---,42.3,---,---,0.5,0,0.4,---,---
2023-04-17T23:05:42-04:00,419,---,42.04,22.71,---,0.2,0,0.1,---,69.1
2023-04-17T23:39:35-04:00,---,---,---,---,---,---,---,---,96945.8,---
2023-04-18T00:15:19-04:00,410.3,---,41.78,32.87,---,0.2,0,0,96935.1,68.7
2023-04-18T00:51:05-04:00,411.2,---,---,45.84,---,---,---,---,---,---
2023-04-18T01:25:44-04:00,---,---,---,---,---,---,---,---,---,68.4
2023-04-18T02:00:18-04:00,406.8,---,---,46.12,---,---,---,---,96913.2,---
2023-04-18T02:41:48-04:00,406.2,---,40.52,53.5,---,0,0,0,---,68.3
2023-04-18T03:16:19-04:00,---,---,40.32,---,---,0,0,0,---,68
2023-04-18T04:00:00-04:00,---,---,---,---,---,---,---,---,---,---
2023-04-18T04:36:24-04:00,401.9,---,---,---,---,---,---,---,96857.9,---
2023-04-18T05:15:39-04:00,403.1,---,39.75,54.08,---,0.2,0,0.2,96874.4,---
2023-04-18T05:56:16-04:00,---,---,39.61,---,---,0,0,0,---,67
2023-04-18T06:34:55-04:00,---,---,---,---,---,---,---,---,96900.8,---
2023-04-18T07:10:07-04:00,401.8,---,---,---,---,---,---,---,96927.5,---
2023-04-18T07:50:25-04:00,581.8,---,---,---,---,---,---,---,96961.6,---
2023-04-18T08:21:09-04:00,---,---,---,---,---,---,---,---,96983.9,---
2023-04-18T08:59:54-04:00,794.6,---,---,237.84,---,---,---,---,96986,---
2023-04-18T09:34:26-04:00,818.5,---,33.13,248.75,---,0.1,0,0.1,96997.7,71.9
2023-04-18T10:14:08-04:00,731.5,---,---,---,---,---,---,---,97039.9,---
2023-04-18T10:48:43-04:00,---,---,---,---,---,---,---,---,97085.1,---
2023-04-18T11:25:10-04:00,519.2,---,31.42,250.76,---,0,0,0,97081.6,71.5
2023-04-18T12:00:58-04:00,---,---,31.95,---,---,0.1,0,0,---,---
2023-04-18T12:41:46-04:00,---,---,---,---,---,---,---,---,---,72.2
2023-04-18T13:19:56-04:00,892.6,---,---,---,---,---,---,---,97157.2,---
2023-04-18T13:51:09-04:00,---,---,---,---,---,---,---,---,97166.2,---
2023-04-18T14:26:27-04:00,844,---,32.58,240.37,---,0,0,0,---,71.7
2023-04-18T15:04:03-04:00,553.8,---,31.55,257.09,---,0,0,0,---,70.3
2023-04-18T15:46:07-04:00,---,---,---,245.55,---,---,---,---,---,---
2023-04-18T16:23:22-04:00,502.8,---,34.59,220.1,---,0,0,0,97348,68.7
2023-04-18T16:55:02-04:00,---,---,---,---,---,---,---,---,97385.7,---
2023-04-18T17:30:14-04:00,---,---,35.14,199.78,---,0,0,0,---,68.8
2023-04-18T18:01:16-04:00,---,---,35.41,---,---,0,0,0,---,---
2023-04-18T18:38:01-04:00,436.3,---,35.71,175.57,---,0,0,0,97540,68.5
2023-04-18T19:16:31-04:00,---,---,---,---,---,---,---,---,97578,---
2023-04-18T19:52:03-04:00,442.4,---,40.11,154.03,---,0,0,0,97616.6,67.6
2023-04-18T20:28:36-04:00,---,---,38.08,---,---,---,---,---,---,67.2
2023-04-18T21:01:32-04:00,---,---,---,---,---,---,---,---,97735.2,---
2023-04-18T21:38:59-04:00,418,---,36.87,50.54,---,0,0,0,97781.9,66.5
2023-04-18T22:14:56-04:00,415,---,36.89,56.02,---,0,0,0,97792.6,66.3
2023-04-18T22:53:01-04:00,413.5,---,---,66.73,---,---,---,---,97797.1,---
2023-04-18T23:29:55-04:00,---,---,---,---,---,---,---,---,97788.4,---
2023-04-19T00:03:05-04:00,407.4,---,36.36,81.34,---,0.4,0.1,0.4,97796.9,65.9
2023-04-19T00:42:55-04:00,407.6,---,---,81.09,---,---,---,---,---,---
2023-04-19T01:22:36-04:00,407.3,---,---,---,---,---,---,---,97823.4,---
2023-04-19T01:56:06-04:00,406.5,---,---,---,---,---,---,---,97824.4,---
2023-04-19T02:34:09-04:00,405.3,---,36.48,90.11,---,1,0.3,0.8,97849.1,---
2023-04-19T03:04:30-04:00,404.3,---,36.13,91.51,---,0.3,0,0.3,97860.2,64.6
2023-04-19T03:35:24-04:00,407,---,35.92,66.54,---,0.5,0,0.5,97871.2,64.4
2023-04-19T04:11:02-04:00,---,---,35.84,---,---,---,---,---,---,64.3
2023-04-19T04:49:34-04:00,---,---,35.94,97.8,---,0.1,0,0.1,---,64
2023-04-19T05:25:16-04:00,405.5,---,35.97,91.72,---,0.6,0,0.4,97933.9,63.9
2023-04-19T06:03:53-04:00,402.2,---,36.05,105.48,---,0.1,0,0.1,---,63.7
2023-04-19T06:46:13-04:00,---,---,32.68,100.01,---,0.9,0.5,0.9,---,64.1
2023-04-19T07:22:43-04:00,410.8,---,---,---,---,---,---,---,98064.4,---
2023-04-19T08:20:00-04:00,---,---,---,---,---,---,---,---,---,---
